Authors,Year,studyID,Lat,Long,Location,FireRegime,Duration,Ecosystem,Fire_Type,TSF,PlotSize(m^2),crustType,Exp.Type,aridity,avg_avg_c,avg_max_c,avg_min_c,avg_precip,avg_rad,avg_vapor,avg_wind,Burn.Cover,Burn.n,Burn.se,Cont.Cover,Cont.n,Cont.se,CrustCover
Root et al. ,2017,Root et al. 2017,45.406,-113.994,Idaho,III,medium,Shrubland,Prescribed,192,1,lichen,BurnControl,2391,4.989250183,11.33199978,-1.353170037,26,14293,0.518747985,2.448980093,2.16875,6,0.89302723,3.058928571,6,0.975643993,5.227678571
Schulten,1985,Schulten 1985,41.4245,-91.0432,Iowa,I,,Grassland,NA ,17,0.25,bryophyte,BurnControl,7250,10.14190006,15.61919975,4.665019989,75,13694,1.031190038,3.900350094,0.3,20,0.2,1.6,20,1.2,1.9
Strong et al. ,2010,Strong et al. 2010,-25.30639,137.9339,Northern Territories,,,,Wildfire,72,0.625,cyanobacteria/algae,BurnControl,,,,,,,,,0.7,9,0,53,9,6.3,53.7
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.357142857,10,0.595238095,0.714,10,1.548,1.071142857
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,2.0238,10,2.0238,5.714,10,3.9285,7.7378
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,2.619,10,2.73743,12.619,10,6.42857,15.238
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.2366,10,0.65083,0.35503,10,0.769311,0.59163
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.29585,10,0.6509,0.355,10,0.8284,0.65085
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,0.5,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,4.0828,10,2.18931,6.0355,10,2.722,10.1183
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.238095238,10,0.714285714,0.238,10,0.952,0.476095238
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,1.904,10,2.0236,1.5476,10,1.90467,3.4516
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,2.619,10,2.61903,5.71428,10,4.047619,8.33328
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.177,10,0.5325,0.295857,10,0.710059,0.472857
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.29585,10,0.71,0.355,10,0.8284,0.65085
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,13,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,4.0828,10,2.3077,5.1479,10,2.42604,9.2307
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.357142857,10,0.595238095,0.714,10,1.4286,1.071142857
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.71428,10,1.1905,3.333,10,2.7381,4.04728
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,bryophyte,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,1.42857,10,1.90476,2.738095,10,2.381019,4.166665
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.23668,10,0.53254,0.177514,10,0.76923,0.414194
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,0.29585,10,0.710057,0.88757,10,0.94678,1.18342
Warren et al. ,2015,Warren et al. 2015,40.23,-112.4652778,Utah,IV,medium,Shrubland,Prescribed,22,0.25,lichen,BurnControl,1822,9.396249771,17.87649918,0.916999996,26,16787,0.578085005,3.253959894,2.95858,10,1.83449,5.088,10,2.48514,8.04658
